unique_id,ds,y
SEN,2025-01-01 00:00:00,8621.598972910098
SEN,2025-01-01 01:00:00,8698.307637986902
SEN,2025-01-01 02:00:00,8732.930043099805
SEN,2025-01-01 03:00:00,8627.912736571097
SEN,2025-01-01 04:00:00,8463.307026367896
SEN,2025-01-01 05:00:00,8285.3775147084
SEN,2025-01-01 06:00:00,8233.333383112198
SEN,2025-01-01 07:00:00,7998.3511164788015
SEN,2025-01-01 08:00:00,8032.483516692702
SEN,2025-01-01 09:00:00,8248.02110299181
SEN,2025-01-01 10:00:00,8597.486050800499
SEN,2025-01-01 11:00:00,8872.722280911901
SEN,2025-01-01 12:00:00,8978.445922709694
SEN,2025-01-01 13:00:00,9005.840538164395
SEN,2025-01-01 14:00:00,9089.454075074309
SEN,2025-01-01 15:00:00,9014.568289511393
SEN,2025-01-01 16:00:00,8950.982109957602
SEN,2025-01-01 17:00:00,8984.998200172984
SEN,2025-01-01 18:00:00,9014.9561136667
SEN,2025-01-01 19:00:00,9131.795827781907
SEN,2025-01-01 20:00:00,9249.562292582112
SEN,2025-01-01 21:00:00,9374.5312326321
SEN,2025-01-01 22:00:00,9443.693567486198
SEN,2025-01-01 23:00:00,9110.924472359502
SEN,2025-01-02 00:00:00,8657.470001160997
SEN,2025-01-02 01:00:00,8256.980740406201
SEN,2025-01-02 02:00:00,8149.6720744143
SEN,2025-01-02 03:00:00,8162.810726403997
SEN,2025-01-02 04:00:00,8186.085098382202
SEN,2025-01-02 05:00:00,8292.2398026675
SEN,2025-01-02 06:00:00,8311.803495299007
SEN,2025-01-02 07:00:00,8982.262114336992
SEN,2025-01-02 08:00:00,9696.553086299697
SEN,2025-01-02 09:00:00,10467.89714699209
SEN,2025-01-02 10:00:00,10842.384044994298
SEN,2025-01-02 11:00:00,11140.557906765918
SEN,2025-01-02 12:00:00,11230.3814658327
SEN,2025-01-02 13:00:00,11202.1459494576
SEN,2025-01-02 14:00:00,11281.901002016693
SEN,2025-01-02 15:00:00,11306.212234887695
SEN,2025-01-02 16:00:00,11394.130582692405
SEN,2025-01-02 17:00:00,11119.69998762128
SEN,2025-01-02 18:00:00,10660.58649535511
SEN,2025-01-02 19:00:00,10427.126619080696
SEN,2025-01-02 20:00:00,10127.771599375481
SEN,2025-01-02 21:00:00,9998.035597629201
SEN,2025-01-02 22:00:00,9895.399149769402
SEN,2025-01-02 23:00:00,9500.212337308603
SEN,2025-01-03 00:00:00,9113.151310652198
SEN,2025-01-03 01:00:00,8938.584906074895
SEN,2025-01-03 02:00:00,8752.689725162802
SEN,2025-01-03 03:00:00,8689.754367087899
SEN,2025-01-03 04:00:00,8576.878045184001
